label,sentence1
2,Only a couple of Red Sox have gotten past first base. I'm dying laughing. Maybe the Yanks need to teach them some game.
1,#NL Q.U.E.E.N. And reminded: I still don't get why Janelle Monae is so perplexed that people think she's queer...
1,1. Pretty close &#8220;@Rosegoldracks: 0 trash ass nigga @07Cannon: &#8220;@Rosegoldracks: Quote this and I'll guess your body count&#8221;&#8221;
2,"@Gertrude_Larue  I is colored, Latino and some Jewish. When I move in, I don't ruin the neighborhood, I wipe it out!"
1,&#8220;@cmencarini: I dont trust girls&#8221; cant trust these hoes
1,"&#8220;@ZvckSlvt3r704: My sister shittin on you hos once again ""@VSamone: wodeh bout dat action http://t.co/nzHXA8GuA5""&#8221;&#128536;&#128536;&#128536;"
1,@CheyenneDoan cause hes a faggot
1,@Andreaa_olvera smd bitch
1,@DaniellaParella no I wuz just making a general statement. I've never called u a bitch
0,@Iemonaids done that spell check we know you meant fat liberal Dyke feminist Nazi bitches
0,@Bidenshairplugs He looks like a fag and his time line is boring Zzzzzz
1,@HouseCracka meet me later for a reach around Charlie Crist
1,I would rather you call me bitch than sir -my manager
1,@Coley_Cee bitch stop takin my shit ooo I hate u u dumb bitch
1,#honeybadger bitch
1,"@ErinSaberSix im 99 slay bitch, im wearin bandos armor cause im so rich, i got my slayer helm and my whip droppies"
1,"@chieflottahoes: In D.C., we call them rollers, in Chiraq we call them thots. All across America they have been known as a hoe."
0,@Arbogucci guys not supposed to get their ass sucked queer
1,@ImToBlame bitch you opulent as fuck refrain from conversing upon matters of the middle class.
1,&#8220;@TweetMeTFOut: You goofy RT @ViriDoesItt: Only goofy niggas simp over chicks with community pussy..&#8221; Who are you?
1,"@GenuinelyOT you out yo mind. Rose colder than Kim, &amp; way more down to earth. Kanye bitch give him more problems than Wiz's does."
2,@FIFAcom Pepe because his defending was outstanding! His tackles were accurate nd he did hos job perfectly in both legs!
1,@JUSTLOVE_NOHATE @Me_NOindirect whole hoe outchea.......
1,"@socass_: @00sexilexi00: @socass_ yasss""  *trys new things with bestfriend*""  *bitch who do you love*"
0,@Hovaa_ shut up lizard faggot nigger cunt
1,@JStac825 @ThatAngryNigga at least after nearly two decades of complete trash they put out ATYSYC to redeem themselves.
1,&#8220;@fabbymichelle: brian stfu &#128548;&#128079; its twitter i could retweet anything&#8221;don't make me bitch slap you again &#128075;
1,"&#128518;""@QbF150: On a leash &#128555;RT @80sbaby4life: Just pussy &#128553;"""
1,&#8220;@_Jamal___: these hoes ain't loyal&#8221; no they ain't
1,"@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes. ...nah, I throw no look passes lmao"
1, these hoes like niggas that spend money not talk bout it 
1,&#8220;@jaimescudi_: @Tonybthrz_ @cinndyyxoxo_ @BriannNiloo_ fuck me then bitch&#8221; shut up and roll threw
1,Boolin' in the bando wit a few bitches
1,@CayMarieee omg bitch go to sleep it was JUST a coincidence huh ? &#9995;&#128514;
1,"' She drippen vanillaaaaa , she know I'm the pussy killaaaa &#1043291;&#1041196; ."
1,@Eba_sandman you mean bitch ass pussy
1,"@HomoHulk told you them bitches was mad even, g."
0,@Anony386 @TurnToLive @Tweenki_ they are wrong you are a nigger always causung mischief among ur own people
2,@Hovaa_ what about yellow spots?
1,@HughSpliffner hurt hoes be like
1,IBS irritable bitch syndrome.
1,"#QTNA RT @Major_K8: How y'all bitches gon breast feed wit nipple rings? &#128563;&#128534;"""
2,&#8220;@BestOfAds: Rape? Cannibalism? You Won't Recognize The Original Versions Of These Fairy Tales http://t.co/PrnJ8EFAoi&#8221; man wtf
2,#HOLIDAYSEASONLIVE @ShyGlizzy @plies Shy Glizzy Feat Plies - FREE THA GANG: http://t.co/pYGOSk0qCP
1,&#8220;@SheSoViciouzz: It might be RT @WarWith1Gun: Some of y'all females pussy wet cause he cried&#8221; smh
1,"&#8220;@yohidef: cool story bitch, now pass the blunt&#8221; @EvanBecker513 bitch"
2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/Nkvy9nwyzj
1,&#8220;@CommonBlackGirI: bitch that's ham on her face http://t.co/vSRAyShD5Y&#8221; @rachel_dority
2,@Honeysuckle_Tav Well he canonically plays the troll equivalent of Pokemon... *throws the new Fairy type at him*
1,@BallBagSteve hoe b4 bros..smh.
1,@obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/bkwHX83fkW what the fuck hahahahah
1,@ChaseManhatttan you become retarded
1,@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553; I SWEAR!!!!!
2,#Ebola Great and I thought the panic from bird flu was bad. I really ain't got time for that.
1,@whoiscoreyking: Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;&#58399;&#58399;&#58399;&#58399;
1,I'm probably your main bitch chocolate dipped cinnamon apple
1,@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK
2,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF
1,@CassiusClay_232 Lebron brought the bitch down to his knees chill
2,&#8220;@trayn1gga: Charlie Strong WILL have Texas back as a power&#8221; better power of big 12 is anybody's now
2,@Decimate_IX Can't even spell right. You have the brain of an ape
1,&#8220;@coffincreepxx: @WhatAreOllies niggah you friendzoned&#8221; daaaaaaaam.. &#128532;
1,"@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""  &#128533;
260	1	@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH"
2,#Ebola is a great metaphor for how #GOP #teaparty policies eat off of vital organs until the host dies. #Tcot #teabaggers
1,#2013TaughtMe how pussy feels &#128514;&#128076;
1,&#8220;@CALL_ME_KiTTiE: @what_evaittakes haha imma catch Ebola Trynna keep myself warm lol&#8221;&#128514;&#128514;&#128514; ewww bitch well stay far away from me
1,&#8220;@iamSHIRAQ: @WhereYoHussleAt @CayMarieee yall partners in crime&#8221; that's my bitch she can't ride solo
1,@FusionRocks @jumabr  I likes me dem Mexican hoes. Day suck me off for 5 dollas
1,@G27Status: I could go for a fat ass bitch on my lap same
1,@GlynJackson2 @Rachh_Basss granted cracker isn't that bad because when you say that to a white person your saying their one of the slave
1,@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness&lt;lmao!!
0,"@Fromtheshwa yes now get off twitter, you lame negros should have never learned how to use the Internet"
2,"Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie https://t.co/38GZ1jerPS"
1,"' I know I Know I know . Them streets they fuck with me strong , and them bitches gon fuck just because money... http://t.co/odtcHpD5G7"
1,SORRY JB FAN&#65292;REALLY JUSTIN COME BACK. That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch!
1,@Huntermoore fuck my wet pussy with ur huge cock
0,@DangItsTiff you look like fucking shrek bitch
1,108 MIL RT @SooMajor: And its cause of Romo bitch ass Dez &amp; Witten not eating
0,@DjChubbESwagg this like a retarded wu-tang clan
1,"@GoldGloveTV Neither does your fucking cat, pussy."
1,"@Brutal_Brandy We had a Pacer in the 70s &amp; I 'member loving when ""Hair of the Dog"" came on the quadraphonic stereo so I could say ""bitch""lol"
1,@HoudiniOfCod no send the fucking challenge quit being a pussy
1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Beach | Caught a girl rubbing her pussy in nude beach http://t.co/h8lGiTFYie"
1,@D_41395 @Inwardforfun you a bitch Dennis
1,&#8220;@chloeonvine: Are. You. Kidding. Me. Right. Now. http://t.co/lFSvymMqTN&#8221; I'll smack a hoe
1,&#8220;@dirtyxluxury: @_Vontethekidd whens homecoming ho?&#8221;&#128553;&#128514; slut the 17th
1,They have some ghetto ass bands * gets snuck* &#128514;&#128514;&#128514;&#128514;
1,@BeenSlimm I just don't want one these new bitches that morphed in to a super playa because she see how the world is
1,"&#8220;@DStacks__23: If you aint got shit goin for ya self, what bitch gone want you&#8221;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;"
1,"@AdamBaldwin Really?? Bro, that retard @SenTedCruz even missed the point of GreenEggs&amp;Ham! It means don't knock it til ya try it!"
1,"Caesar is home RT @Naewoodster: &#8220;@MjaySkillz: https://t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;"""
1,&#128588;&#128591; RT &#8220;@PlanetPOB: Real Men eat pussy.&#8221;
2,5am: Whizzing crackers! My cats got into the @Ritzcrackers &amp; are now playing 'hockey' with them. Lol. #crazycats http://t.co/A5ZBVDXapx
1,@Shaa_Jenkins: If ya bitch always bitching clearly she care! Or just an annoying Bitch!
1,@B_McC10ud that's meant toward my dads gf shes a bitch dude
0,@IGGYAZALEA it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao
1,&#8220;@Thatindianbruh: Food &gt; Pussy   but pussy = Food   so food &#8805; pussy.&#8221; http://t.co/ZJ3zyduxkO
1,@Kelseyyvirginia im talking about the pucture of the pussy cat you nit twit
1,...if Amber Rose can rock a bald head and a bald pussy then motherfucker so can I.
1,@AppleciderPapi @OGBEARD @godIevel nah u just a fag
1,&#8220;@_xCianna: I don't like Popeye's spicy chicken &#128545;&#8221; them bitches be on 10 boa you trippen
1,&#8220;@Leelucas_: @100046729 mo bitch the special Ed Darlene from backatown &#128514;&#128514;&#8221;&#128128; GN
1,@witmyRUDEass: These newly gay bitches don't kno how shit works
1, like Snoop said in 94 we dont love these hoes 
1,&#8220;@iamSHIRAQ: @WhereYoHussleAt u got hoes tho&#8221; WERD &#128066; WHERE &#128064;
1,#YouWillNotBeTakenSeriouslyIf you're proud to be white trash #KedollarSignHa
1,IBS irritable bitch syndrome.
1,@J_Dun54 awww shit lol I want my money too bitch. Who else I give one tO?
2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/gPbi04YoBq
1,&#8220;@coffincreepxx: Jose is so fucking mean to me like damn bitch lol&#8221; fuck you
1,@A875Silva @jezzzz_ if she do then she gone die too I ain't playin dawg bitches gone be ruthless then I will be too! &#128175;&#128170;&#128074;
0,"@HarveyLevinTMZ @sly309 they want what I got, I want what they got, America.they got the word nigger, I want it to"
1,@HunturPls @SteeZeyFLOW nice ears bitch you look like a god damn elephant..
1,&#8220;@zooyorkinit: @whattheflocka lol love you ;)&#8221; little bitch
2,#Yankees
2,&#8220;@Amburger_6: Wtf is flappy bird&#8221; are you kidding me
2,@KristynEdwards why were there penguins and a bird in the puppy bowl???
1,"&#8220;@DeePaul19: I ain't got no type, white bitches is the only thing that I like!&#8221; #dead &#128514;&#128557;"
1,"@CarelessOne92 he a real nigga tho, that bitch know her place"
0,@AndrewJBurns1 @Tommy_Russell_ homo ass crackers
1,&#8220;@ComedianSpank: Where the hoes at&#8221; shit u got em
1,"' I know I Know I know . Them streets they fuck with me strong , and them bitches gon fuck just because money... http://t.co/odtcHpD5G7"
1,"&#8220;@Benkasso: I'll beat the pussy up, that's a hook right thur&#8221; &#128064;"
1,@BraveConWarrior She is a bitch ! This mess is all BO's fault! ALL OF IT!
1,Eff it. Let's go after the cripple. http://t.co/kSaMx1JPfV
1,&#8220;@leynachristina: I'm driving myself insane.&#8221;fag
1,@HilareeJay lemme find out you twitter beefin with hoes
1,&#8220;@_BeautifulKeezy: Alyssa you ignoring me bitch but you better text me back cause I'm serious !&#8221;fuck u smokey
1,&#8220;@flvshy5: Might go to plaq hc&#8221;bitch who you gone go with
1,@JuanDaMeskin you wouldn't last a day there hoe.
2,"@KeithOlbermann I feel the same way about the bigotry and racism of using the word ""redskins""."
0,"@Brice2254 Fuck you, faggot."
1,@CallMeDaishaa ghetto ass Pocahontas .
1,Boolin' in the bando wit a few bitches
1,"&#8220;@hernandezeli_: back then hoes didn't want me, now I'm hot, they all on me.&#8221;"
1,@ImToBlame lyin ass bitch @GhostwritaMusic @ILL_Wil_ @brunzilla
1,&#8220;@odlew11: Who clothes in the dryer? I'm tryna dry my clothes&#8221;throw them hoes out
1,"#inktober #twentysix #gouache #mt snappy pappy and his bitch 3.5x2.5"" good thing sable paintbrushes&#8230; http://t.co/4gYBEI5Mkl"
1,"@JusDahl gross, ill stick with my galaxy, it will still receive those nips"
2,"@JamieWinn4 that's ""energy"" the City is ""Electric"" gotta go to Yankees Stadium, When they are winning. It is truly ""electrifying"""
1,@Cesar_K_Garcia text me niggah!
0,@GrizzboAdams fucking block your white ass because you try to start shit like a fucking queer so fuck you NIGGA
1,@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes depends on the female i feel
1,*Does backflip* THISSSSSSSS!!! RT @Krislisisms: You niggas switch up your opinions like faggots
1,&#8220;@cb_marie: I need to find is both a damn job. &#8220;@what_evaittakes: @cb_marie needs to find a bitch a job&#128553;&#128553;&#8221;&#8221;right
1,&#8220;@jaimescudi_: @Tonybthrz_ @cinndyyxoxo_ @BriannNiloo_ fuck me then bitch&#8221; shut up and roll threw
1,@soxandjox: Thick raw fuck http://t.co/g8RvUHCeBN Damn his man pussy is getting a workout.
1,#NL Q.U.E.E.N. And reminded: I still don't get why Janelle Monae is so perplexed that people think she's queer...
1,&#128129;&#128513;&#128586;- lmao my nigga . Let's go half on a weed brownie &#128553; we will be laughing hard as hell in senior seminar
1,"&#8220;@mcdonavins: A nigga who gets alot of bitches is not gonna value you like someone else would, youre just ""another one"" lol.&#8221; Cut that out"
1,"@Awint94 so ppl are pissed off basically saying if we have to suffer, you will too. Tourching tht bitch"
1,' You gottttta be a mad a madddd niggah &#1041204;&#1041204;&#1041204; Sayin ma name ? I must've got you madddddd niggah &#1041204;&#1041204;&#1041204;&#1041204;&#1041210;&#1041210;&#1041210;&#1043359;&#9995;
1,&#8220;@DukeAlexMoore: Malibus on a come-up but in other news she mean denna hoe and not even light skinedddd http://t.co/SGGOkjTScH&#8221; HAHAHA!!
1,@BlakeAnderson21 Rollin coal bitches ready to blow ready set GO!
1,&#8220;@nhalegood: When hoes feel like their photo didnt get enough favorites http://t.co/ZDf98BpF94&#8221;
0,@Hovaa_ shut up lizard faggot nigger cunt
1,@KazAtta why is he stressin himself this nig can be livin lik meech before he went to prison
2,&#8220;@MomMeMustHaves: MMMH Daily is out! http://t.co/bPtRtXcel0 Stories via @KristinCruz&#8221; @ExMoShow #yellow is IN! &amp; @romyraves luv the bling!
1,&#128514;&#128514;&#128514; &#8220;@snapbackBLAC: i seen a thot ass bitch in some high top whites&#8221;
1,&#8220;@NikeDownLuis15: @vintage_monroe_ them Damn brownies&#8221;I swear lmao
1,"&#8220;@hernandezeli_: back then hoes didn't want me, now I'm hot, they all on me.&#8221;"
1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | amateur pussy player milf close up http://t.co/2uHL7dhHu1"
2,@Darknight420 It's showing Fairy blocked me @hajihuntingpat @PaulSmitheringa @JoeDouglas1 @JewJitsuGrl @blackorchidm16 @taxman206
1,@KazAtta why is he stressin himself this nig can be livin lik meech before he went to prison
1,@CoolStoryIsaac hahaha thanks bitch!! &#128514;
1,"&#128563; RT @ariluvsall: Niccas y'all need lives, money, pussy, hobbies, or sum guidance ... Bunch of Petty miserable dick n a booty ass Boys ..."
1,"@wodaeeex3: I Want Snake Bites , MY Industrial Piercin &amp; A TattooDem hoe accessories dea &#128064;&#128064;&#128056;&#9749;"
1,@Hillgasm bitch need crutches
1,@Kvrmaa_Trill @StudyFN @VLzed says the scrawny nigger.
1,@JerGucci my luck the bitch gonna drug me an I won't even kno what happened lmao
2,@oldpicsarchive: H.G.Wells and Charlie Chaplin http://t.co/sTiDDHK3WT #History #Photography
1,"#BOB Bass over bitches @HankJohnson11 bitches on his dick, fishes on the dock"
1,' Fucking on the first night don't make you a hoe &#9995; .
1,@BUKPSYCHODRAMA just followed me. On Vice Lord dats rns. I been listening to this nigga since 'Magic.' Almighty on you hoes!
1,@JawShoeeAhhh that don't mean you're not balling lol shut up hoe lol
1,"@DougBenson hey you bitch, you should get the @lucasbros on your show. They'd be perfect for it! I'm kidding about the bitch part."
2,"&#8220;@CMRE24 wasn&#8217;t that great to me either RT @Ahki117: ""Equalizer"" was trash Denzel officially washed bruh&#8221;neither was flight"
1,@Ch4BrickTamland @Ch4BrianFantana yes because I too want to be fat and have a fat bitch wife
1,@BrotherDiabeats take your queer ass dubstep out of here
